,acc_x,acc_y,acc_z,g_x,g_y,g_z,force
0,-0.00262644934276,-0.00134099728216,0.0017485441985,-3.51145038168,0.480916030534,-0.160305343511,1.17539166749e-05
1,0.000791519407242,-0.00622380978216,0.0022368254485,-3.60305343511,0.671755725191,-0.175572519084,4.43656992636e-05
2,-0.00409129309276,0.000856268342841,0.0019926848235,-3.70992366412,0.488549618321,-0.129770992366,2.14426674516e-05
3,-0.00653269934276,0.00207697146784,-0.000937002676505,-3.54961832061,0.549618320611,-0.198473282443,4.78679451969e-05
4,-0.00433543371776,-0.00134099728216,-0.0063080964265,-3.60305343511,0.465648854962,-0.152671755725,6.03863397579e-05
5,0.00689503503224,0.000367987092841,3.95598234953e-05,-3.68702290076,0.679389312977,-0.259541984733,4.7678487576e-05
6,-0.00457957434276,0.00280939334284,0.0049223723235,-3.72519083969,0.465648854962,-0.0687022900763,5.30949414068e-05
7,-0.00409129309276,-0.000608575407159,-0.0011811433015,-3.58015267176,0.427480916031,-0.0458015267176,1.85041426957e-05
8,-0.00409129309276,-0.00378240353216,0.0088286223235,-3.72519083969,0.435114503817,-0.0916030534351,0.000108989827782
9,-0.00604441809276,-0.00353826290716,-0.0072846589265,-3.67938931298,0.564885496183,-0.0381679389313,0.000102120550156
10,-0.00287058996776,0.00549494021784,-0.000937002676505,-3.71755725191,0.374045801527,-0.206106870229,3.93126287764e-05
11,-0.00335887121776,0.00110040896784,0.0024809660735,-3.63358778626,0.625954198473,-0.0839694656489,1.86481084118e-05
12,-0.00580027746776,-0.00207341915716,0.0019926848235,-3.6106870229,0.572519083969,-0.12213740458,4.191307851e-05
13,-0.00702098059276,0.00183283084284,0.0080962004485,-3.70992366412,0.458015267176,-0.0839694656489,0.000118201899085
14,-0.00628855871776,0.00427423709284,-0.0063080964265,-3.6641221374,0.511450381679,-0.198473282443,9.76071539986e-05
15,-0.00604441809276,0.00476251834284,-0.0026459870515,-3.78625954198,0.564885496183,-0.129770992366,6.62178185227e-05
16,-0.00164988684276,0.000367987092841,-0.0045991120515,-3.61832061069,0.480916030534,-0.030534351145,2.40093727567e-05
17,-0.00384715246776,-0.00256170040716,0.000527841073495,-3.62595419847,0.480916030534,-0.0687022900763,2.16415072851e-05
18,-0.000917464967758,0.00232111209284,0.0034575285735,-3.74045801527,0.687022900763,-0.167938931298,1.81838071511e-05
19,-0.00238230871776,0.00256525271784,-0.0011811433015,-3.45801526718,0.450381679389,-0.00763358778626,1.36510158318e-05
20,-0.00287058996776,0.00598322146784,0.0044340910735,-3.67175572519,0.557251908397,-0.0381679389313,6.37003895443e-05
21,-0.00799754309276,-0.00402654415716,-0.0028901276765,-3.67175572519,0.557251908397,-0.175572519084,8.85265913566e-05
22,-0.0109272305928,0.00525079959284,-0.0014252839265,-3.54961832061,0.480916030534,-0.0992366412214,0.000149006699063
23,-0.00506785559276,0.00158869021784,-0.000937002676505,-3.6641221374,0.473282442748,-0.145038167939,2.90850709331e-05
24,-0.000185043092758,-0.00158513790716,0.0068754973235,-3.61832061069,0.511450381679,-0.12213740458,4.98193665763e-05
25,-0.000917464967758,-0.00597966915716,-0.0011811433015,-3.52671755725,0.534351145038,-0.175572519084,3.79932846948e-05
26,-0.00531199621776,-0.000852716032159,-0.0060639558015,-3.64885496183,0.580152671756,-0.0839694656489,6.57159884116e-05
27,-0.00702098059276,0.00476251834284,-0.0036225495515,-3.78625954198,0.473282442748,-0.0763358778626,8.50986147029e-05
28,-0.00628855871776,0.00354181521784,0.0019926848235,-3.51908396947,0.557251908397,-0.0381679389313,5.60612185898e-05
29,-0.00824168371776,0.00329767459284,-0.0019135651765,-3.64122137405,0.511450381679,-0.0687022900763,8.24617399086e-05
30,0.00127980065724,0.000123846467841,0.0063872160735,-3.67938931298,0.389312977099,-0.213740458015,4.24497568394e-05
31,-0.00384715246776,0.00134454959284,-0.0092377839265,-3.65648854962,0.526717557252,-0.137404580153,0.000101945047591
32,-0.00653269934276,0.00305353396784,-0.000937002676505,-3.63358778626,0.480916030534,-0.229007633588,5.28782044114e-05
33,-0.00580027746776,-0.000120294157159,0.0049223723235,-3.69465648855,0.473282442748,-0.137404580153,5.78874386783e-05
34,0.000547378782242,0.000367987092841,0.0032133879485,-3.62595419847,0.442748091603,-0.0458015267176,1.07609001393e-05
35,0.00201222253224,-0.000852716032159,0.0019926848235,-3.67175572519,0.503816793893,-0.152671755725,8.74695695655e-06
36,-0.00872996496776,-0.00158513790716,-0.0077729401765,-3.6641221374,0.450381679389,-0.0534351145038,0.000139143549511
37,-0.00580027746776,0.00329767459284,0.0088286223235,-3.65648854962,0.435114503817,0.030534351145,0.000122462448554
38,0.00103566003224,-0.00573552853216,0.0058989348235,-3.5572519084,0.603053435115,-0.0763358778626,6.87663112974e-05
39,-0.00750926184276,-0.00304998165716,0.0063872160735,-3.6641221374,0.534351145038,-0.0610687022901,0.000106487930702
40,0.00127980065724,-0.00402654415716,0.0039458098235,-3.69465648855,0.580152671756,-0.12213740458,3.3420362735e-05
41,-0.00262644934276,-0.000608575407159,-0.0082612214265,-3.71755725191,0.511450381679,-0.0534351145038,7.5516379634e-05
42,-0.00799754309276,-0.00280584103216,-0.000692862051505,-3.71755725191,0.480916030534,-0.137404580153,7.23134972407e-05
43,0.00176808190724,0.000856268342841,0.0061430754485,-3.54961832061,0.595419847328,-0.106870229008,4.15966850716e-05
44,-0.00604441809276,0.00207697146784,0.0051665129485,-3.76335877863,0.374045801527,-0.0992366412214,6.75416566053e-05
45,-0.00262644934276,-0.000852716032159,0.000527841073495,-3.68702290076,0.656488549618,-0.0610687022901,7.90397698044e-06
46,-0.00506785559276,0.00549494021784,0.0034575285735,-3.6641221374,0.450381679389,-0.0534351145038,6.78320321432e-05
47,-0.00164988684276,0.00207697146784,-0.0058198151765,-3.68702290076,0.374045801527,-0.259541984733,4.09061857608e-05
48,-0.00311473059276,0.00305353396784,-0.0053315339265,-3.51908396947,0.480916030534,-0.206106870229,4.74508703677e-05
49,-0.00848582434276,-0.000364434782159,0.0032133879485,-3.56488549618,0.557251908397,0.0610687022901,8.24678895941e-05
50,-0.00213816809276,-0.00207341915716,0.0024809660735,-3.6106870229,0.450381679389,-0.030534351145,1.5026022452e-05
51,-0.00726512121776,0.00232111209284,0.0029692473235,-3.54198473282,0.610687022901,-0.0458015267176,6.69859773243e-05
52,-0.00262644934276,0.00110040896784,0.0063872160735,-3.67938931298,0.541984732824,-0.114503816794,4.89056652161e-05
53,-0.00262644934276,-0.00207341915716,0.0056547941985,-3.64122137405,0.496183206107,-0.0610687022901,4.31740005787e-05
54,-0.0101948087178,0.00256525271784,-0.0021577058015,-3.52671755725,0.595419847328,-0.175572519084,0.000115170340624
55,-0.00360301184276,0.00549494021784,-0.0031342683015,-3.65648854962,0.526717557252,-0.190839694656,5.29997001225e-05
56,-0.00287058996776,0.00695978396784,0.0054106535735,-3.58778625954,0.641221374046,-0.0610687022901,8.59540517344e-05
57,-0.00482371496776,0.00476251834284,0.0049223723235,-3.80152671756,0.259541984733,-0.213740458015,7.01795563472e-05
58,-0.00628855871776,0.00378595584284,0.0032133879485,-3.75572519084,0.572519083969,-0.213740458015,6.42052944982e-05
59,-0.00457957434276,0.00451837771784,-0.000204580801505,-3.64885496183,0.564885496183,-0.0916030534351,4.14300916663e-05
60,-0.00189402746776,0.00476251834284,0.000283700448495,-3.51145038168,0.442748091603,0.114503816794,2.6349406959e-05
61,-0.00775340246776,0.00256525271784,-0.0028901276765,-3.79389312977,0.480916030534,-0.0458015267176,7.50486093199e-05
62,-0.00213816809276,-0.00817693478216,-0.0028901276765,-3.67938931298,0.511450381679,0.0152671755725,7.97868632111e-05
63,-0.00970652746776,-0.00427068478216,0.0024809660735,-3.74809160305,0.358778625954,-0.0381679389313,0.000118610616649
64,-0.00872996496776,-0.000608575407159,0.0029692473235,-3.64885496183,0.496183206107,-0.137404580153,8.53990820326e-05
65,-0.000673324342758,0.00329767459284,0.0029692473235,-3.69465648855,0.549618320611,-0.145038167939,2.01444530589e-05
66,0.00250050378224,0.00280939334284,0.0063872160735,-3.78625954198,0.534351145038,-0.198473282443,5.49417392893e-05
67,-0.00482371496776,-0.00427068478216,-0.0092377839265,-3.77099236641,0.534351145038,-0.137404580153,0.000126843626472
68,-0.000673324342758,0.00329767459284,0.0058989348235,-3.64885496183,0.412213740458,-0.0763358778626,4.61254554427e-05
69,-0.00238230871776,0.00134454959284,0.0056547941985,-3.58778625954,0.709923664122,-0.160305343511,3.94599058616e-05
70,-0.00457957434276,0.000367987092841,-0.0063080964265,-3.57251908397,0.381679389313,-0.0839694656489,6.08999961874e-05
71,-0.00335887121776,-0.00353826290716,-0.0072846589265,-3.56488549618,0.435114503817,-0.114503816794,7.68675759332e-05
72,0.00127980065724,0.00232111209284,-0.0055756745515,-3.6106870229,0.572519083969,-0.0610687022901,3.81135977741e-05
73,-0.00775340246776,-0.00280584103216,0.0078520598235,-3.70229007634,0.427480916031,-0.137404580153,0.000129642837197
74,-0.00677683996776,-0.000120294157159,0.0010161223235,-3.54961832061,0.717557251908,-0.114503816794,4.69725352092e-05
75,0.000547378782242,0.000856268342841,0.0068754973235,-3.67175572519,0.702290076336,0.0152671755725,4.83052824516e-05
76,0.00250050378224,-0.00573552853216,-0.0024018464265,-3.74045801527,0.595419847328,-0.167938931298,4.49176729647e-05
77,0.00152394128224,-0.000608575407159,0.0037016691985,-3.75572519084,0.648854961832,-0.274809160305,1.6395115913e-05
78,-0.00897410559276,-0.00304998165716,0.0141997160735,-3.64885496183,0.473282442748,-0.190839694656,0.000291468895867
79,-0.0111713712178,-0.00280584103216,-0.0080170808015,-3.6641221374,0.534351145038,-0.229007633588,0.000196945863361
80,-0.00287058996776,0.00818048709284,-0.0070405183015,-3.62595419847,0.358778625954,-0.190839694656,0.000124729553793
81,-0.00311473059276,-0.00134099728216,0.000771981698495,-3.70992366412,0.358778625954,-0.160305343511,1.2095776119e-05
82,-0.00164988684276,-0.000608575407159,-0.0050873933015,-3.38167938931,0.625954198473,-0.152671755725,2.89740612243e-05
83,-0.000185043092758,-0.00329412228216,-0.0016694245515,-3.74809160305,0.641221374046,-0.0839694656489,1.36724608892e-05
84,-0.00506785559276,-0.00109685665716,-0.0016694245515,-3.67938931298,0.656488549618,-0.198473282443,2.96732331686e-05
85,-0.00555613684276,0.00256525271784,0.0098051848235,-3.67938931298,0.526717557252,-0.0992366412214,0.000133592827545
86,-0.00238230871776,0.00647150271784,-0.0053315339265,-3.72519083969,0.328244274809,-0.167938931298,7.59809962632e-05
87,-0.00433543371776,-0.00182927853216,0.0029692473235,-3.74045801527,0.343511450382,-0.0916030534351,3.09586751374e-05
88,0.000791519407242,-0.000852716032159,-0.0094819245515,-3.71755725191,0.511450381679,-0.114503816794,9.1260520804e-05
89,-0.00848582434276,0.00183283084284,0.000527841073495,-3.68702290076,0.648854961832,-0.12213740458,7.56470998735e-05
90,0.000791519407242,0.000367987092841,-0.0031342683015,-3.65648854962,0.63358778626,-0.00763358778626,1.05855552584e-05
91,-0.00360301184276,-0.00134099728216,0.0078520598235,-3.76335877863,0.503816793893,-0.198473282443,7.64348115216e-05
92,-0.00189402746776,0.00354181521784,-0.0033784089265,-3.72519083969,0.809160305344,-0.175572519084,2.75454419606e-05
93,-0.00238230871776,-0.00329412228216,0.0129790129485,-3.73282442748,0.381679389313,-0.0458015267176,0.000184981413554
94,-0.00799754309276,0.00427423709284,-0.000448721426505,-3.7786259542,0.442748091603,0.0,8.24311491649e-05
95,-0.00604441809276,0.00671564334284,-0.000448721426505,-3.60305343511,0.450381679389,-0.167938931298,8.18362065069e-05
96,-0.00872996496776,0.00476251834284,-0.0060639558015,-3.64885496183,0.435114503817,-0.0610687022901,0.000135665429267
97,-0.00555613684276,-0.00280584103216,0.0088286223235,-3.63358778626,0.328244274809,-0.129770992366,0.000116687972644
98,-0.00580027746776,-0.00475896603216,0.0303129973235,-3.74809160305,0.18320610687,-0.24427480916,0.000975168783132
99,-0.00628855871776,0.00451837771784,-0.0119233308015,-3.67175572519,0.297709923664,-0.137404580153,0.00020212752535
100,-0.000673324342758,-0.00329412228216,0.0041899504485,-3.64122137405,0.450381679389,-0.145038167939,2.88602920412e-05
101,-0.00311473059276,-0.000364434782159,0.0063872160735,-3.77099236641,0.465648854962,-0.229007633588,5.06308885454e-05
102,-0.00482371496776,0.00378595584284,0.0039458098235,-3.49618320611,0.374045801527,-0.0610687022901,5.31711028973e-05
103,-0.00775340246776,0.00403009646784,0.0024809660735,-3.90839694656,0.36641221374,-0.152671755725,8.2512120025e-05
104,-0.00457957434276,-0.000608575407159,0.0046782316985,-3.92366412214,0.412213740458,-0.213740458015,4.32287170119e-05
105,-0.00238230871776,0.00305353396784,0.0017485441985,-3.87022900763,0.343511450382,-0.137404580153,1.80568713336e-05
106,-0.00531199621776,0.00207697146784,-0.0099702058015,-3.87022900763,0.267175572519,-0.198473282443,0.00013193611802
107,-0.00164988684276,0.00769220584284,-0.000448721426505,-3.89312977099,0.312977099237,-0.00763358778626,6.20935082411e-05
108,0.000303238157242,-0.00646795040716,0.0178618254485,-3.76335877863,0.290076335878,-0.175572519084,0.000360971144202
109,-0.00384715246776,0.000123846467841,0.000283700448495,-3.74045801527,0.419847328244,-0.106870229008,1.48964060022e-05
110,-0.000429183717758,-0.000364434782159,0.0078520598235,-3.79389312977,0.473282442748,0.0458015267176,6.19718548458e-05
111,-0.00702098059276,-0.000364434782159,0.0188383879485,-3.88549618321,0.290076335878,-0.175572519084,0.000404311841692
